57.6171875,3.25
63.4765625,3.25
69.3359375,3.25
71.77734375,3.25
76.66015625,3.25
85.9375,3.25
88.37890625,3.25
95.703125,3.25
104.4921875,3.25
108.3984375,3.25
116.69921875,3.25
114.74609375,3.25
122.0703125,3.25
129.39453125,3.25
131.8359375,3.25
132.8125,3.25
138.18359375,3.25
138.671875,3.25
141.11328125,3.25
152.34375,3.25
154.296875,3.25
158.203125,3.25
162.109375,3.25
162.109375,3.25
166.015625,3.25
167.96875,3.25
177.734375,3.25
179.6875,3.25
177.734375,3.25
181.640625,3.25
181.640625,3.25
183.59375,3.25
185.546875,3.25
191.40625,3.25
193.359375,3.25
195.3125,3.25
199.21875,3.25
203.125,3.25
201.171875,3.25
203.125,3.25
201.171875,3.25
210.9375,3.25
210.9375,3.25
216.796875,3.25
212.890625,3.25
214.84375,3.25
214.84375,3.25
224.609375,3.25
220.703125,3.25
222.65625,3.25
228.515625,3.25
228.515625,3.25
226.5625,3.25
228.515625,3.25
232.421875,3.25
236.328125,3.25
236.328125,3.25
236.328125,3.25
240.234375,3.25
242.1875,3.25
244.140625,3.25
246.09375,3.25
248.046875,3.25
246.09375,3.25
248.046875,3.25
251.953125,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
31.73828125,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
33.203125,3.25
31.25,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
142.1875,3.25
33.69140625,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
149.8046875,3.25
